"","Pts","1stD","TotYd","PassY","RushY","TO","Cmp","PA","Sk","SkYds","QBR","RA","Pnt","PntYds","3DConv","3DAtt","4DConv","4DAtt","ToP"
"1439","21","15","175","115","60","1","16","24","3","22","99.8","23","7","320","2","9","0","0","27:03"
"1539","34","20","412","223","189","","14","19","5","42","152.0","21","6","170","1","7","0","0","24:46"
"1639","17","12","193","37","156","","11","24","9","71","52.8","20","7","351","2","12","0","2","26:44"
"1739","7","11","183","121","62","2","15","22","3","25","78.0","18","6","278","2","9","0","0","25:15"
"18210","17","17","225","126","99","4","19","32","4","24","52.3","25","5","175","3","12","1","1","29:42"
"249","10","12","200","179","21","3","15","32","3","11","48.8","12","6","322","3","10","0","0","19:53"
"349","0","11","184","142","42","4","18","39","7","44","16.1","15","7","298","2","15","2","4","23:30"
"449","6","17","283","211","72","1","20","41","3","18","64.2","24","5","219","3","15","1","3","29:04"
"549","10","13","233","161","72","1","17","24","5","19","85.6","18","2","103","5","10","0","1","22:24"
"749","16","21","271","187","84","2","27","43","5","30","60.9","21","7","310","3","14","2","2","32:39"
"849","21","24","381","272","109","2","23","35","1","10","86.8","30","4","196","7","13","2","2","33:31"
"939","14","16","230","170","60","4","21","34","4","20","69.5","19","2","93","3","8","0","2","24:42"
"1048","26","22","316","266","50","","24","36","4","22","116.2","24","4","166","6","12","0","0","31:14"
"1149","16","13","229","159","70","2","21","33","3","10","62.6","26","5","227","6","16","1","2","31:28"
"1239","20","19","303","280","23","1","32","45","7","43","87.3","13","6","262","4","14","1","4","29:51"
"1349","24","22","284","192","92","2","21","39","4","22","63.2","20","4","178","6","14","0","1","23:54"
"1449","37","26","409","351","58","1","28","40","3","15","119.9","20","3","96","5","12","3","3","31:18"
"1549","21","22","362","240","122","1","21","37","2","5","65.1","26","1","45","4","13","0","0","30:06"
"1649","20","22","384","262","122","1","23","41","3","17","91.7","25","3","126","3","13","1","3","28:53"
"1749","38","29","502","406","96","1","31","52","2","13","101.9","34","6","294","6","16","0","0","36:24"
"1839","27","26","389","326","63","","29","44","2","14","95.5","22","4","170","5","12","0","1","33:51"
"259","11","20","269","182","87","3","20","30","1","9","43.3","27","3","152","4","11","0","0","25:11"
"359","28","28","410","311","99","","31","47","3","17","98.8","22","5","262","5","12","0","1","31:05"
"459","31","23","294","156","138","","18","20","1","4","132.5","36","4","164","7","13","1","1","34:22"
"559","23","25","415","312","103","2","29","45","1","3","66.2","22","1","51","7","13","0","0","33:09"
"639","43","22","436","342","94","","22","28","2","8","153.3","33","2","84","4","12","2","2","36:53"
"759","24","18","302","192","110","2","20","29","2","8","92.9","25","7","282","1","9","0","0","28:05"
"949","28","8","145","90","55","2","12","22","1","3","79.7","25","9","385","3","12","0","0","23:30"
"1057","34","24","312","221","91","","20","28","3","27","118.3","25","3","125","4","8","0","0","28:57"
"1158","29","17","280","169","111","1","15","25","0","0","106.9","32","2","104","5","14","0","0","30:06"
"1249","13","17","223","167","56","1","23","38","6","33","68.6","17","6","284","7","16","0","0","29:41"
"1359","20","22","345","241","104","2","24","39","4","16","96.2","25","4","142","8","16","0","0","32:37"
"1458","19","23","406","296","110","1","26","39","0","0","97.8","28","4","180","1","10","1","1","32:16"
"1559","27","27","367","287","80","1","28","49","4","29","79.2","24","5","234","7","15","0","0","31:30"
"1659","22","26","383","133","250","1","20","26","2","12","71.5","42","3","140","7","12","1","1","37:26"
"1759","26","18","383","253","130","","26","35","3","23","113.2","25","5","233","5","15","2","2","33:01"
"1849","26","27","454","384","70","4","36","59","1","9","64.5","20","5","218","3","14","1","2","32:38"
"269","17","16","259","185","74","1","16","27","2","17","76.9","23","4","180","4","11","0","0","23:17"
"369","0","13","216","145","71","3","25","44","6","37","53.7","20","5","222","8","18","0","4","31:34"
"469","28","22","330","197","133","","32","49","2","18","73.3","27","4","155","6","18","3","4","31:13"
"569","17","13","203","168","35","2","20","30","3","31","103.2","16","5","239","3","11","2","2","22:51"
"649","17","17","301","262","39","2","27","39","3","13","94.2","9","4","154","2","7","0","0","22:53"
"767","20","23","431","354","77","1","34","48","0","0","97.0","20","4","158","9","17","1","2","32:40"
"859","28","27","413","281","132","2","32","40","1","10","108.4","29","3","154","7","11","0","0","34:38"
"959","11","16","262","194","68","2","21","39","2","11","57.0","23","5","259","4","14","1","1","29:13"
"1063","17","22","262","215","47","5","26","43","4","29","61.7","25","5","207","9","16","0","0","31:52"
"1166","22","17","350","290","60","","19","36","4","24","79.6","22","8","348","3","13","0","0","28:12"
"1259","24","20","388","273","115","1","27","34","0","0","107.5","33","4","191","8","14","0","0","33:35"
"1368","33","22","315","204","111","1","27","31","2","26","104.8","39","4","162","6","14","2","2","37:34"
"1468","20","19","297","229","68","","30","41","2","15","102.6","25","6","290","6","15","0","0","30:40"
"1669","31","23","379","196","183","3","16","27","1","0","75.5","42","3","159","5","12","2","3","34:22"
"1769","20","16","259","173","86","1","19","26","3","25","87.5","30","6","255","5","15","0","0","33:56"
"1859","3","16","256","182","74","2","18","39","4","23","49.3","16","4","147","3","12","1","3","26:48"
"1910","33","23","298","103","195","","15","22","1","6","93.6","43","4","209","7","15","0","1","33:36"
"279","20","18","307","242","65","","23","33","3","28","100.8","23","4","183","6","14","1","1","32:30"
"379","42","27","547","461","86","2","36","50","1","8","123.4","18","2","82","7","11","2","2","34:47"
"479","21","15","212","171","41","","13","20","2","15","108.5","17","6","218","3","8","0","0","19:20"
"578","15","20","378","293","85","2","22","37","1","10","71.1","22","3","150","2","10","0","1","28:25"
"659","17","19","295","158","137","2","19","34","2","8","55.8","26","3","131","4","11","0","2","29:02"
"772","16","23","458","385","73","3","30","47","6","33","85.9","20","6","307","4","14","1","2","35:29"
"867","16","17","372","261","111","","21","35","0","0","92.7","27","6","256","4","14","0","1","26:44"
"966","31","27","476","369","107","1","29","36","2","13","137.2","26","1","38","8","12","1","1","34:22"
"1071","35","21","379","302","77","","21","30","0","0","135.7","23","1","51","5","10","0","2","25:14"
"1173","39","29","491","296","195","","26","33","1","6","134.3","33","0","0","6","11","1","2","33:14"
"1377","30","25","339","273","66","1","23","41","5","32","84.7","26","6","296","4","15","1","1","32:27"
"1477","17","14","308","275","33","4","18","34","3","20","62.7","8","4","206","0","7","1","2","19:26"
"1569","17","14","219","127","92","","10","28","2","18","62.6","19","7","327","3","11","0","0","20:22"
"1679","29","20","405","217","188","","17","30","2","17","101.7","25","4","167","5","14","1","1","30:07"
"1779","20","15","376","294","82","4","16","25","2","16","78.2","18","1","46","2","7","1","1","28:00"
"1869","21","21","333","247","86","2","24","40","2","18","73.6","27","4","189","4","14","2","3","33:48"
"1919","11","17","302","140","162","","20","31","1","12","74.7","32","4","181","4","13","1","2","35:25"
"240","14","16","273","181","92","2","16","33","4","29","60.3","26","4","188","3","14","2","4","28:30"
"340","26","18","333","194","139","2","14","21","3","13","112.0","35","3","116","5","14","0","0","28:32"
"440","9","14","318","261","57","1","17","36","0","0","69.3","20","7","312","1","12","0","0","23:44"
"540","23","25","411","270","141","5","26","43","2","17","55.4","30","2","82","8","16","2","2","32:10"
"640","38","20","369","186","183","","13","19","2","23","117.4","40","3","101","5","11","0","0","34:41"
"840","30","21","479","289","190","1","21","29","1","8","126.9","30","2","89","7","12","0","0","31:18"
"940","23","21","290","173","117","","16","29","2","4","84.4","32","3","127","6","13","0","1","30:11"
"1040","18","19","383","247","136","3","19","36","0","0","74.7","23","2","85","6","13","0","0","25:05"
"1140","10","23","330","246","84","2","22","39","2","18","54.0","26","4","167","4","11","0","0","29:56"
"1240","45","25","521","238","283","1","19","29","1","8","130.5","42","4","179","10","16","1","1","35:54"
"1340","12","21","344","212","132","1","20","36","5","33","70.6","21","3","142","6","13","0","1","27:35"
"1440","23","25","388","222","166","2","18","27","1","5","88.8","37","3","112","6","11","0","0","31:15"
"1540","17","18","291","176","115","","18","32","1","6","82.3","19","5","206","4","11","1","1","22:46"
"1640","23","30","509","363","146","2","29","50","0","0","85.7","27","3","122","3","10","0","1","31:20"
"1740","21","19","389","285","104","3","15","29","1","10","94.8","25","4","173","2","8","0","0","22:57"
"1840","10","21","386","309","77","3","29","47","2","16","63.2","22","4","147","8","16","1","2","28:10"
"2113","31","20","371","281","90","1","23","32","0","0","125.1","28","5","247","3","10","0","0","27:37"
"3113","7","21","306","221","85","5","27","52","3","22","37.4","21","6","282","5","13","0","1","30:57"
"4113","32","30","472","389","83","2","36","58","2","16","91.8","22","4","191","8","16","2","2","33:36"
"5113","7","15","215","143","72","3","17","35","5","36","35.8","26","7","326","5","16","0","1","28:36"
"6113","17","20","315","202","113","","18","30","2","17","91.2","37","5","225","6","15","0","0","34:09"
"8113","34","27","513","264","249","1","21","30","2","5","116.5","41","3","117","6","14","0","1","33:49"
"9113","24","18","270","168","102","","16","32","2","12","86.5","27","8","384","4","13","0","0","29:03"
"10113","28","23","396","326","70","2","33","48","2","10","115.5","20","3","143","8","14","1","2","26:32"
"11113","36","22","360","280","80","1","23","33","4","32","103.1","31","5","214","8","15","0","0","37:09"
"12113","19","27","442","326","116","1","24","39","1","5","96.7","34","2","80","11","16","0","0","35:18"
"13113","14","19","338","220","118","2","21","28","0","0","106.3","35","4","160","4","11","0","0","33:39"
"14113","28","20","349","268","81","1","20","30","1","12","92.1","30","2","108","5","13","1","1","31:41"
"15113","16","21","270","166","104","","16","26","2","18","80.0","35","4","185","6","13","0","0","33:15"
"16113","20","16","276","224","52","4","17","35","4","23","52.6","20","4","171","4","12","0","1","23:56"
"17113","24","23","349","260","89","2","23","35","2","17","83.0","21","3","153","7","12","0","0","28:24"
"18113","17","18","300","188","112","2","20","35","3","14","69.7","25","5","229","4","12","0","0","27:36"
"2211","29","22","311","194","117","1","18","31","2","10","87.3","34","3","146","8","15","0","0","33:11"
"3211","17","20","342","316","26","3","28","40","2","12","78.7","9","4","163","1","6","0","0","22:14"
"4211","25","20","434","323","111","","22","38","1","9","112.1","23","4","199","3","11","0","1","25:47"
"5211","14","26","409","319","90","","26","46","2","15","85.3","20","6","271","4","13","0","0","29:10"
"6211","33","21","412","344","68","2","27","42","2","7","93.8","21","4","154","7","14","2","3","27:37"
"740","27","27","447","378","69","3","32","44","1","6","111.7","25","2","77","6","11","0","0","33:10"
"8211","3","16","279","194","85","3","21","38","3","16","47.5","22","6","274","2","12","0","1","27:49"
"9211","10","14","200","113","87","1","15","28","4","22","75.4","25","7","239","4","13","0","0","27:42"
"10211","15","17","271","181","90","1","17","34","1","6","63.5","31","6","260","7","16","0","0","31:54"
"11211","30","19","321","268","53","","22","37","1","7","99.8","24","6","249","3","13","0","0","31:49"
"12211","20","27","373","279","94","","27","44","1","4","79.6","23","3","160","4","11","1","2","29:54"
"13211","20","25","395","230","165","1","21","32","7","40","107.6","35","5","176","9","16","0","0","37:17"
"14211","21","28","400","267","133","5","26","38","3","18","84.0","28","3","148","4","8","0","0","30:13"
"15211","21","22","373","289","84","1","27","35","2","10","129.3","18","4","191","4","8","0","0","26:45"
"16211","19","20","392","326","66","3","21","27","6","41","129.3","24","1","50","6","11","0","0","29:30"
"17211","31","28","455","345","110","3","28","51","2","18","58.0","28","2","100","13","18","1","1","31:33"
"2310","48","26","529","417","112","","21","28","0","0","156.2","34","1","42","8","13","0","0","32:09"
"3310","27","18","436","393","43","2","27","33","2","9","143.2","23","6","260","4","10","0","0","24:21"
"4310","27","28","455","392","63","4","30","50","3","19","79.7","16","3","126","3","9","1","1","29:39"
"5310","10","16","311","251","60","3","25","38","4","20","60.3","18","5","214","3","12","2","2","31:54"
"7113","29","30","510","389","121","2","30","41","2","6","114.8","20","2","81","5","8","0","0","28:21"
"8310","26","34","456","342","114","4","32","52","4","23","64.7","32","4","187","6","13","1","1","37:43"
"9310","34","29","576","450","126","4","29","50","6","20","74.6","27","3","149","10","18","2","2","35:59"
"10310","28","23","301","219","82","2","24","41","3","24","85.3","21","5","231","5","12","1","2","29:00"
"11310","3","29","501","398","103","4","29","41","2","8","81.1","24","1","44","6","10","0","0","31:12"
"12310","35","31","510","359","151","4","25","37","1","7","77.3","30","1","44","6","9","1","2","32:07"
"13310","27","25","412","304","108","","29","38","1","8","116.6","31","5","230","7","13","0","0","34:09"
"14310","24","18","315","220","95","1","20","30","4","29","110.4","25","6","267","6","13","0","0","29:54"
"15310","14","20","279","174","105","1","18","38","4","39","67.2","23","6","225","6","14","0","0","28:07"
"16310","12","12","241","156","85","1","13","25","1","1","54.7","21","4","163","3","10","0","1","22:50"
"17310","20","27","383","320","63","2","34","48","3","16","95.8","24","2","102","4","13","1","2","35:19"
"18211","32","22","433","341","92","1","22","35","1","4","121.3","20","4","202","4","10","0","0","25:14"
"2410","17","21","295","174","121","4","20","36","3","20","43.1","26","2","42","5","11","0","2","29:56"
"3410","20","16","289","189","100","","16","25","3","19","100.2","31","6","295","2","12","0","0","33:53"
"4410","31","24","499","355","144","1","23","37","4","25","109.6","32","4","179","4","14","1","1","33:12"
"5410","55","27","464","376","88","1","28","41","2","9","119.6","30","2","88","8","13","0","0","32:36"
"6310","24","19","252","158","94","","15","27","6","46","97.5","22","6","263","3","11","1","1","26:33"
"7211","26","23","407","365","42","7","30","54","7","35","44.1","14","6","267","5","15","1","2","28:50"
"9410","23","23","389","283","106","4","21","43","3","18","66.3","30","3","129","7","15","1","2","31:34"
"1049","34","29","418","319","99","1","29","44","2","16","102.4","26","4","161","6","14","1","1","35:25"
"11410","30","26","457","339","118","3","30","48","4","19","73.2","26","3","142","7","15","0","0","36:03"
"12410","17","21","334","298","36","4","30","51","2","15","55.8","8","3","129","5","13","0","1","23:00"
"13410","35","20","446","313","133","2","18","28","0","0","108.2","34","4","175","6","13","0","0","28:22"
"14410","28","19","315","241","74","1","21","33","4","27","85.5","31","4","193","7","17","1","2","33:32"
"15410","38","29","542","467","75","4","35","49","1","7","103.0","28","2","91","8","15","1","1","34:15"
"16410","38","23","495","446","49","1","28","42","2","12","123.7","29","3","109","7","14","1","2","33:19"
"17410","20","19","435","329","106","5","25","48","3","6","46.3","21","2","81","9","17","0","1","30:28"
"18310","22","14","329","193","136","3","13","24","1","8","73.8","21","3","120","1","8","1","1","23:45"
"2510","23","23","310","224","86","3","23","36","3","15","76.6","26","5","236","5","13","1","1","28:37"
"3510","31","20","339","217","122","2","23","35","0","0","80.3","22","4","168","5","11","0","0","25:28"
"4510","28","17","353","285","68","","25","38","2","12","114.5","25","5","219","8","16","1","1","33:02"
"5510","38","28","484","369","115","1","30","46","0","0","117.0","27","3","171","5","11","0","0","34:55"
"6410","19","18","339","233","106","1","25","41","3","20","84.7","20","3","140","4","14","1","2","31:32"
